split,period,subject_id,run,residual_mse,stable_mse,dynamic_mse,lag1_pearson,first_difference_mse
train,full,146331,LR,0.19575226807752868,0.030909844023050005,0.16484242405447866,0.9653389250240638,0.011451715524130794
train,full,146432,LR,0.20940952202904062,0.07486058565071314,0.1345489363783275,0.9643462646571066,0.00960359372436847
train,full,146533,LR,0.1919763864864626,0.07331590130229453,0.11866048518416808,0.9626890004482708,0.008859552656337413
train,full,146634,LR,0.19845997528017612,0.07690526443137387,0.12155471084880227,0.9594118961206556,0.00987306615989064
train,full,146836,LR,0.1938345473829761,0.060892456891893446,0.13294209049108263,0.9628930380443685,0.009878819639012076
train,full,147030,LR,0.16842833679649255,0.05956567454127795,0.1088626622552146,0.9622983544993813,0.008201667383887126
train,full,147636,LR,0.19463012802509672,0.03795870108275375,0.15667142694234298,0.9625174339065312,0.01177202607383206
train,full,147737,LR,0.20292574686721007,0.0887932980875439,0.11413244877966612,0.9606381339454227,0.00899097886377361
train,full,148335,LR,0.17688876249350774,0.06989730472812278,0.10699145776538496,0.9603002296368354,0.008501896110862073
train,full,148436,LR,0.17436438048153582,0.04855507040290872,0.1258093100786271,0.964861514862387,0.008853499937459661
train,full,148840,LR,0.2003842539484435,0.054274687285215235,0.1461095666632283,0.9649331289001256,0.010270007429331525
train,full,148941,LR,0.15740644318884914,0.04040331455843641,0.11700312863041272,0.958324838836397,0.009759084736414845
train,full,149337,LR,0.17696865093835568,0.04771948782302229,0.1292491631153334,0.9582346603078087,0.010813604928750681
train,full,149539,LR,0.14005911345093067,0.03141187819317637,0.1086472352577543,0.9559999257580801,0.009572985535621602
train,full,149741,LR,0.14918679438935392,0.0349803676900156,0.11420642669933834,0.9600684146279774,0.00913089930724492
train,full,149842,LR,0.17019848075077704,0.04237668608936748,0.12782179466140958,0.9620465405887265,0.009705880595557163
train,full,150524,LR,0.17572760345101535,0.04482929285220395,0.1308983105988114,0.9583538351827371,0.010911800682114493
train,full,150625,LR,0.16721733870000444,0.055482559553394505,0.11173477914660992,0.9590762180629585,0.009147564851732933
train,full,150928,LR,0.14041296382644142,0.030458646072969674,0.10995431775347174,0.9562532325733525,0.00962902633683651
train,full,151021,LR,0.1773120912494183,0.036275732391107075,0.1410363588583112,0.9657098807718292,0.009680020842253837
train,full,151223,LR,0.19005114397991008,0.04351337953658378,0.14653776444332628,0.9689142653123185,0.009123067548262614
train,full,151324,LR,0.18573532140457621,0.031087682799138816,0.1546476386054374,0.9623251441293903,0.011677800950244508
train,full,151425,LR,0.13994246512561168,0.04225851971342021,0.09768394541219146,0.9602859589452972,0.007770028818718332
train,full,151526,LR,0.21621100124154013,0.05938247849631457,0.15682852274522555,0.9705432287800863,0.009253768369498375
train,full,151627,LR,0.14635761412044046,0.051323541791785755,0.09503407232865473,0.9554764900243828,0.008464215647276304
train,full,151728,LR,0.16946857687136352,0.05138623890485191,0.11808233796651163,0.958064919173193,0.009914127951202426
train,full,151829,LR,0.17414484684297799,0.05084531179713645,0.12329953504584155,0.9600594306148401,0.009866682895518243
train,full,151930,LR,0.18083881755575282,0.05757248943050258,0.12326632812525025,0.9600578418584255,0.009862891400833134
train,full,152427,LR,0.18438391559022915,0.04418638414735313,0.140197531442876,0.9647262763534769,0.009902364777564118
train,full,152831,LR,0.19868708866146664,0.055271143647879516,0.14341594501358715,0.967935226069758,0.00919345327952474
train,full,153025,LR,0.1820937267109653,0.05323970567701371,0.1288540210339516,0.9570728375994809,0.01108300364669716
train,full,153227,LR,0.16170199334140212,0.029231954420975845,0.1324700389204263,0.9653443890558278,0.009199914650204694
train,full,153631,LR,0.17763535751043855,0.055313368883472276,0.12232198862696628,0.9627869269906542,0.009110423518705947
train,full,153732,LR,0.15737658772314492,0.03822733005640175,0.11914925766674316,0.9580631677407939,0.010011711146035598
train,full,153833,LR,0.21503852187371933,0.0910194586280665,0.12401906324565283,0.9582062690831236,0.010347766114364639
train,full,153934,LR,0.1569752095752984,0.03981488565446501,0.11716032392083342,0.9609118527461606,0.009149638450608889
train,full,154229,LR,0.15902346513064103,0.03203291857807187,0.12699054655256914,0.9618561863083915,0.009691595474149134
train,full,154431,LR,0.17010631708230672,0.04491375891581509,0.1251925581664916,0.9635722666875353,0.009132699892504662
train,full,154532,LR,0.18729251158673485,0.04589824083478773,0.1413942707519471,0.9631198519500389,0.010442509755507255
train,full,154936,LR,0.17630329847560736,0.033824775781604796,0.1424785226940026,0.9635214103194236,0.010408502030528177
train,full,155231,LR,0.16394251295768983,0.03795665116891845,0.1259858617887714,0.9597649652358481,0.010145908358316764
train,full,155938,LR,0.3252348174403245,0.15605043305591842,0.16918438438440606,0.9689524802904682,0.010509036621521304
train,full,156031,LR,0.15861976161945715,0.02695224400147824,0.13166751761797893,0.9629624564680472,0.009725138231508366
train,full,156233,LR,0.16914299805286676,0.037236462650891144,0.1319065354019756,0.9639516522975049,0.009519346811981974
train,full,156334,LR,0.15793180124184647,0.06337134548212466,0.0945604557597218,0.9582018307893307,0.007908965940917246
train,full,156536,LR,0.2107728318723211,0.0820491087809725,0.1287237230913486,0.9649403099415378,0.009043052354215693
train,full,157336,LR,0.1720575871623135,0.03431381652186066,0.13774377064045285,0.9653294873803508,0.009564793476251287
train,full,157942,LR,0.19843549423807028,0.06733181361423128,0.13110368062383895,0.963415357993945,0.009604507897349257
train,full,158035,LR,0.16524427130905814,0.037948938564058204,0.12729533274499993,0.9626124651157125,0.0095321129531986
train,full,158136,LR,0.16015039912930887,0.029348588592839082,0.1308018105364698,0.9600591091435758,0.010463404315837479
train,full,158338,LR,0.17307943935279266,0.036142951620348016,0.13693648773244463,0.9620656340587758,0.01040005497554878
train,full,158540,LR,0.18836570538418546,0.04875579801805358,0.13960990736613185,0.9629837220857052,0.010323180254550951
train,full,158843,LR,0.169747300251095,0.03954444516673933,0.1302028550843556,0.9602866854085387,0.010355474847885866
train,full,159340,LR,0.2174742982127082,0.06798255170715642,0.1494917465055518,0.9615877667628392,0.011483213573654404
train,full,159441,LR,0.1747129142995165,0.05224027197855273,0.12247264232096378,0.9645466295652085,0.00869405444946233
train,full,160123,LR,0.20780698301631945,0.09235655539981873,0.11545042761650073,0.961925860213325,0.008793184469335469
train,full,160729,LR,0.16537468348851647,0.039020396067855075,0.1263542874206614,0.9621151882519978,0.009588718642678308
train,full,161327,LR,0.21481030155476807,0.054171898851610514,0.16063840270315757,0.972509699589786,0.008833108524001659
train,full,161731,LR,0.1959562361296897,0.05227328335738607,0.14368295277230367,0.9703652242171269,0.00853174169522701
train,full,161832,LR,0.22180431244804127,0.10132818710089472,0.12047612534714658,0.9591600072078472,0.009834053528091495
train,full,162026,LR,0.158342652059383,0.03569442071852392,0.12264823134085907,0.9616956653138096,0.009401740454219286
train,full,162733,LR,0.14976938508742083,0.043648271717243635,0.1061211133701772,0.9596557884115966,0.008569752635853242
train,full,162935,LR,0.17648045340316737,0.038347232243406734,0.13813322115976062,0.9649757810339438,0.009691206382498877
train,full,163129,LR,0.16969214508124172,0.06416224772470791,0.10552989735653381,0.9621239558145884,0.007986550137276137
train,full,163331,LR,0.2046615159433936,0.08715378652018457,0.11750772942320904,0.9628063212486675,0.008739441850052652
train,full,163432,LR,0.15044866475996022,0.04053567066038794,0.10991299409957227,0.9616673872129836,0.008434482052377243
train,full,163836,LR,0.16209056754593495,0.044060567457835056,0.11803000008809988,0.9628656068023586,0.008778817844925854
train,full,164030,LR,0.19532054036053667,0.037535536938680156,0.15778500342185653,0.9693183699322038,0.009688752323106306
train,full,164131,LR,0.16490837251947546,0.02928200605798997,0.13562636646148546,0.9658510310784059,0.009274325812949914
train,full,164636,LR,0.14699886110572613,0.02714482687934656,0.11985403422637958,0.9609537676302359,0.009362561684734629
train,full,165032,LR,0.18404084068717153,0.07582173739942638,0.10821910328774516,0.95987765290398,0.00869444192306419
train,full,165840,LR,0.2412675559381331,0.11038573839170324,0.13088181754642986,0.9635591442976345,0.009544214822481653
train,full,167036,LR,0.19236223301006428,0.050476549861461155,0.14188568314860314,0.9641564817716758,0.010184470440862976
train,full,167238,LR,0.20983056139714057,0.06367629933058563,0.1461542620665549,0.9643192060330176,0.010418872470564442
train,full,167440,LR,0.19044680902150132,0.0722390013326502,0.11820780768885114,0.964121386993414,0.008492048873598113
train,full,168240,LR,0.17938807455398936,0.05482844160353884,0.12455963295045054,0.9599315335255502,0.009982324332079517
train,full,168341,LR,0.2097035898529815,0.047435195612673155,0.16226839424030834,0.9667833315830493,0.010807099655686558
train,full,168745,LR,0.17725243585996286,0.032053546420540424,0.1451988894394224,0.9626532224009291,0.010809377393387422
train,full,168947,LR,0.1597810289147701,0.040033678232811135,0.119747350681959,0.9590008351439562,0.009827220595396391
train,full,169040,LR,0.16589584781894473,0.05212211989638042,0.11377372792256431,0.9564214081430321,0.009920156921732393
train,full,169444,LR,0.13914374650195038,0.03265577205749456,0.10648797444445583,0.9590733610684645,0.008723897663220806
train,full,169545,LR,0.18678698709953684,0.04878311062076815,0.1380038764787687,0.9571140913907449,0.01185644683310844
train,full,170631,LR,0.31620893731961974,0.1914502836848703,0.12475865363474943,0.9599193038580555,0.009985888686326586
train,full,171330,LR,0.16266792802551672,0.03601240614729755,0.12665552187821916,0.9645841550234253,0.008988022367456236
train,full,171431,LR,0.1445008550916532,0.03165207028033159,0.11284878481132159,0.959073331758235,0.009249148609658319
train,full,171532,LR,0.14566775960111253,0.04235996318225773,0.10330779641885478,0.95891134146102,0.008493720714672456
train,full,172029,LR,0.16955598656502904,0.058559386491073395,0.11099660007395562,0.9597597200961131,0.008942075778524097
train,full,172433,LR,0.17221554342474094,0.03785702126186863,0.1343585221628723,0.9677298128435865,0.008689443369584467
train,full,172534,LR,0.17464383502362685,0.06542567728615098,0.10921815773747588,0.9582552824511641,0.009124565547781849
train,full,172635,LR,0.1719244433609717,0.056827490703167644,0.11509695265780405,0.9599292478762617,0.009234128076543686
train,full,172938,LR,0.15725486550002846,0.03948902458299685,0.1177658409170316,0.9623672174311917,0.008865851896727442
train,full,173536,LR,0.1819710752404046,0.054809991330994665,0.12716108390940994,0.9615914723169517,0.009786038210122387
train,full,173637,LR,0.1730982573848568,0.026457129281156136,0.14664112810370064,0.9623489107287885,0.011064733449981263
train,full,173738,LR,0.3058948890250602,0.17174560100482783,0.13414928802023232,0.9605791269994104,0.010573496669707388
train,full,173839,LR,0.16941609296054327,0.038522369462830865,0.13089372349771242,0.9645320906489894,0.00928702497435414
train,full,173940,LR,0.17231101533540027,0.04447853448449625,0.12783248085090398,0.9612101541392265,0.009931838452729009
train,full,174437,LR,0.1709609599241923,0.06570418729779225,0.10525677262640003,0.9572852009764854,0.008996620493817624
train,full,174841,LR,0.1550059101403407,0.04257277646472304,0.11243313367561765,0.9565375778784142,0.009777031606919251
train,full,175035,LR,0.18015823986508214,0.059370348048071536,0.1207878918170106,0.960896724872937,0.00945198754851724
train,full,175338,LR,0.17993849546122093,0.04314430487579109,0.13679419058542985,0.960819988059501,0.010737890492672616
train,full,175439,LR,0.1603458623318845,0.042118533098219516,0.11822732923366498,0.964451665008904,0.008405710400338924
train,full,175742,LR,0.1663662564515336,0.058008803406382356,0.10835745304515125,0.9560262127812731,0.009538394288726772
